ID,LID,Width,Color,type,LinkID
193,193,0.15,W,0,16477
194,194,0.15,W,0,1698
195,195,0.15,W,0,1697
196,196,0.15,W,0,1696
197,197,0.15,W,0,1695
198,198,0.15,W,0,1694
199,199,0.15,W,0,1693
200,200,0.15,W,0,1692
201,201,0.15,W,0,1691
202,202,0.15,W,0,1690
203,203,0.15,W,0,1689
204,204,0.15,W,0,1688
205,205,0.15,W,0,1687
206,206,0.15,W,0,1686
207,207,0.15,W,0,1685
208,208,0.15,W,0,1684
209,209,0.15,W,0,1683
210,210,0.15,W,0,1682
211,211,0.15,W,0,1681
212,212,0.15,W,0,1680
213,213,0.15,W,0,1679
214,214,0.15,W,0,1678
215,215,0.15,W,0,1677
216,216,0.15,W,0,1676
217,217,0.15,W,0,1675
218,218,0.15,W,0,1674
219,219,0.15,W,0,1673
220,220,0.15,W,0,1672
221,221,0.15,W,0,1671
222,222,0.15,W,0,1670
223,223,0.15,W,0,1669
224,224,0.15,W,0,1668
225,225,0.15,W,0,1667
226,226,0.15,W,0,1666
227,227,0.15,W,0,1665
228,228,0.15,W,0,1664
229,229,0.15,W,0,1663
230,230,0.15,W,0,1662
231,231,0.15,W,0,1661
232,232,0.15,W,0,1660
233,233,0.15,W,0,1659
234,234,0.15,W,0,1658
235,235,0.15,W,0,1657
236,236,0.15,W,0,1656
237,237,0.15,W,0,1655
238,238,0.15,W,0,1654
239,239,0.15,W,0,1653
240,240,0.15,W,0,1652
241,241,0.15,W,0,1651
242,242,0.15,W,0,1650
243,243,0.15,W,0,1649
244,244,0.15,W,0,1648
245,245,0.15,W,0,1647
246,246,0.15,W,0,1377
247,247,0.15,W,0,1375
248,248,0.15,W,0,1373
249,249,0.15,W,0,1371
250,250,0.15,W,0,1369
251,251,0.15,W,0,1367
252,252,0.15,W,0,1365
253,253,0.15,W,0,1363
254,254,0.15,W,0,1361
255,255,0.15,W,0,1359
256,256,0.15,W,0,1357
257,257,0.15,W,0,1355
258,258,0.15,W,0,1353
259,259,0.15,W,0,1351
260,260,0.15,W,0,1349
261,261,0.15,W,0,1347
262,262,0.15,W,0,1345
263,263,0.15,W,0,1343
264,264,0.15,W,0,1341
265,265,0.15,W,0,1339
266,266,0.15,W,0,1338
267,267,0.15,W,0,1401
268,268,0.15,W,0,1399
269,269,0.15,W,0,1398
270,270,0.15,W,0,1397
271,271,0.15,W,0,1396
272,272,0.15,W,0,1395
273,273,0.15,W,0,1394
274,274,0.15,W,0,1393
275,275,0.15,W,0,1392
276,276,0.15,W,0,1391
277,277,0.15,W,0,1390
278,278,0.15,W,0,1389
279,279,0.15,W,0,1388
280,280,0.15,W,0,1387
281,281,0.15,W,0,1385
282,282,0.15,W,0,1384
283,283,0.15,W,0,1382
284,284,0.15,W,0,1377
285,285,0.15,W,0,936
286,286,0.15,W,0,935
287,287,0.15,W,0,934
288,288,0.15,W,0,933
289,289,0.15,W,0,932
290,290,0.15,W,0,931
291,291,0.15,W,0,930
292,292,0.15,W,0,929
293,293,0.15,W,0,1368
294,294,0.15,W,0,1367
295,295,0.15,W,0,416
296,296,0.15,W,0,413
297,297,0.15,W,0,411
298,298,0.15,W,0,411
299,299,0.15,W,0,410
300,300,0.15,W,0,341
301,301,0.15,W,0,341
302,302,0.15,W,0,341
303,303,0.15,W,0,341
304,304,0.15,W,0,340
305,305,0.15,W,0,340
306,306,0.15,W,0,339
307,307,0.15,W,0,338
308,308,0.15,W,0,337
309,309,0.15,W,0,336
310,310,0.15,W,0,334
311,311,0.15,W,0,332
312,312,0.15,W,0,331
313,313,0.15,W,0,330
314,314,0.15,W,0,329
315,315,0.15,W,0,328
316,316,0.15,W,0,327
317,317,0.15,W,0,326
318,318,0.15,W,0,16450
319,319,0.15,W,0,16449
320,320,0.15,W,0,16448
321,321,0.15,W,0,16447
322,322,0.15,W,0,16446
323,323,0.15,W,0,16445
324,324,0.15,W,0,16444
325,325,0.15,W,0,16443
326,326,0.15,W,0,16442
327,327,0.15,W,0,16441
328,328,0.15,W,0,16440
329,329,0.15,W,0,16439
330,330,0.15,W,0,16438
331,331,0.15,W,0,16437
332,332,0.15,W,0,854
333,333,0.15,W,0,16436
334,334,0.15,W,0,852
335,335,0.15,W,0,851
336,336,0.15,W,0,850
337,337,0.15,W,0,865
338,338,0.15,W,0,864
339,339,0.15,W,0,863
340,340,0.15,W,0,862
341,341,0.15,W,0,861
342,342,0.15,W,0,16446
343,343,0.15,W,0,16445
344,344,0.15,W,0,16444
345,345,0.15,W,0,861
346,346,0.15,W,0,848
347,347,0.15,W,0,847
348,348,0.15,W,0,846
349,349,0.15,W,0,845
350,350,0.15,W,0,844
351,351,0.15,W,0,843
352,352,0.15,W,0,842
353,353,0.15,W,0,840
354,354,0.15,W,0,839
355,355,0.15,W,0,838
356,356,0.15,W,0,837
357,357,0.15,W,0,836
358,358,0.15,W,0,835
359,359,0.15,W,0,835
360,360,0.15,W,0,834
361,361,0.15,W,0,833
362,362,0.15,W,0,832
363,363,0.15,W,0,831
364,364,0.15,W,0,830
365,365,0.15,W,0,829
366,366,0.15,W,0,828
367,367,0.15,W,0,827
368,368,0.15,W,0,826
369,369,0.15,W,0,825
370,370,0.15,W,0,824
371,371,0.15,W,0,823
372,372,0.15,W,0,822
373,373,0.15,W,0,821
374,374,0.15,W,0,820
375,375,0.15,W,0,819
376,376,0.15,W,0,818
377,377,0.15,W,0,817
378,378,0.15,W,0,816
379,379,0.15,W,0,815
380,380,0.15,W,0,814
381,381,0.15,W,0,813
382,382,0.15,W,0,812
383,383,0.15,W,0,811
384,384,0.15,W,0,810
385,385,0.15,W,0,809
386,386,0.15,W,0,808
387,387,0.15,W,0,804
388,388,0.15,W,0,803
389,389,0.15,W,0,802
390,390,0.15,W,0,362
391,391,0.15,W,0,1411
392,392,0.15,W,0,778
393,393,0.15,W,0,778
394,394,0.15,W,0,777
395,395,0.15,W,0,775
396,396,0.15,W,0,774
397,397,0.15,W,0,773
398,398,0.15,W,0,772
399,399,0.15,W,0,771
400,400,0.15,W,0,770
401,401,0.15,W,0,769
402,402,0.15,W,0,768
403,403,0.15,W,0,767
404,404,0.15,W,0,766
405,405,0.15,W,0,765
406,406,0.15,W,0,764
407,407,0.15,W,0,763
408,408,0.15,W,0,762
409,409,0.15,W,0,761
410,410,0.15,W,0,760
411,411,0.15,W,0,759
412,412,0.15,W,0,1428
413,413,0.15,W,0,1428
414,414,0.15,W,0,1437
415,415,0.15,W,0,1439
416,416,0.15,W,0,6412
417,417,0.15,W,0,6413
418,418,0.15,W,0,6414
419,419,0.15,W,0,6415
420,420,0.15,W,0,6416
421,421,0.15,W,0,6417
422,422,0.15,W,0,742
423,423,0.15,W,0,741
424,424,0.15,W,0,6420
425,425,0.15,W,0,740
426,426,0.15,W,0,739
427,427,0.15,W,0,738
428,428,0.15,W,0,751
429,429,0.15,W,0,749
430,430,0.15,W,0,751
431,431,0.15,W,0,750
432,432,0.15,W,0,749
433,433,0.15,W,0,727
434,434,0.15,W,0,288
435,435,0.15,W,0,724
436,436,0.15,W,0,723
437,437,0.15,W,0,722
438,438,0.15,W,0,721
439,439,0.15,W,0,720
440,440,0.15,W,0,726
441,441,0.15,W,0,725
442,442,0.15,W,0,724
443,443,0.15,W,0,723
444,444,0.15,W,0,6432
445,445,0.15,W,0,6431
446,446,0.15,W,0,717
447,447,0.15,W,0,1547
448,448,0.15,W,0,1549
449,449,0.15,W,0,1550
450,450,0.15,W,0,1551
451,451,0.15,W,0,1552
452,452,0.15,W,0,1553
453,453,0.15,W,0,1554
454,454,0.15,W,0,1555
455,455,0.15,W,0,1556
456,456,0.15,W,0,1557
457,457,0.15,W,0,1558
458,458,0.15,W,0,1559
459,459,0.15,W,0,629
460,460,0.15,W,0,628
461,461,0.15,W,0,627
462,462,0.15,W,0,626
463,463,0.15,W,0,625
464,464,0.15,W,0,624
465,465,0.15,W,0,623
466,466,0.15,W,0,622
467,467,0.15,W,0,621
468,468,0.15,W,0,620
469,469,0.15,W,0,619
470,470,0.15,W,0,618
471,471,0.15,W,0,617
472,472,0.15,W,0,616
473,473,0.15,W,0,615
474,474,0.15,W,0,614
475,475,0.15,W,0,613
476,476,0.15,W,0,612
477,477,0.15,W,0,611
478,478,0.15,W,0,610
479,479,0.15,W,0,609
480,480,0.15,W,0,608
481,481,0.15,W,0,607
482,482,0.15,W,0,606
483,483,0.15,W,0,605
484,484,0.15,W,0,604
485,485,0.15,W,0,603
486,486,0.15,W,0,603
487,487,0.15,W,0,602
488,488,0.15,W,0,601
489,489,0.15,W,0,600
490,490,0.15,W,0,599
491,491,0.15,W,0,598
492,492,0.15,W,0,597
493,493,0.15,W,0,596
494,494,0.15,W,0,595
495,495,0.15,W,0,594
496,496,0.15,W,0,593
497,497,0.15,W,0,592
498,498,0.15,W,0,591
499,499,0.15,W,0,590
500,500,0.15,W,0,589
501,501,0.15,W,0,588
502,502,0.15,W,0,587
503,503,0.15,W,0,586
504,504,0.15,W,0,585
505,505,0.15,W,0,584
506,506,0.15,W,0,583
507,507,0.15,W,0,582
508,508,0.15,W,0,581
509,509,0.15,W,0,580
510,510,0.15,W,0,579
511,511,0.15,W,0,578
512,512,0.15,W,0,577
513,513,0.15,W,0,576
514,514,0.15,W,0,575
515,515,0.15,W,0,574
516,516,0.15,W,0,573
517,517,0.15,W,0,572
518,518,0.15,W,0,571
519,519,0.15,W,0,570
520,520,0.15,W,0,569
521,521,0.15,W,0,568
522,522,0.15,W,0,567
523,523,0.15,W,0,566
524,524,0.15,W,0,565
525,525,0.15,W,0,564
526,526,0.15,W,0,563
527,527,0.15,W,0,562
528,528,0.15,W,0,561
529,529,0.15,W,0,560
530,530,0.15,W,0,559
531,531,0.15,W,0,558
532,532,0.15,W,0,557
533,533,0.15,W,0,556
534,534,0.15,W,0,555
535,535,0.15,W,0,641
536,536,0.15,W,0,639
537,537,0.15,W,0,639
538,538,0.15,W,0,637
539,539,0.15,W,0,636
540,540,0.15,W,0,635
541,541,0.15,W,0,641
542,542,0.15,W,0,639
543,543,0.15,W,0,638
544,544,0.15,W,0,637
545,545,0.15,W,0,636
546,546,0.15,W,0,635
547,547,0.15,W,0,100
548,548,0.15,W,0,488
549,549,0.15,W,0,486
550,550,0.15,W,0,485
551,551,0.15,W,0,484
552,552,0.15,W,0,483
553,553,0.15,W,0,482
554,554,0.15,W,0,481
555,555,0.15,W,0,480
556,556,0.15,W,0,479
557,557,0.15,W,0,478
558,558,0.15,W,0,477
559,559,0.15,W,0,476
560,560,0.15,W,0,475
561,561,0.15,W,0,474
562,562,0.15,W,0,473
563,563,0.15,W,0,472
564,564,0.15,W,0,471
565,565,0.15,W,0,470
566,566,0.15,W,0,469
567,567,0.15,W,0,468
568,568,0.15,W,0,467
569,569,0.15,W,0,466
570,570,0.15,W,0,465
571,571,0.15,W,0,464
572,572,0.15,W,0,463
573,573,0.15,W,0,462
574,574,0.15,W,0,461
575,575,0.15,W,0,460
576,576,0.15,W,0,459
577,577,0.15,W,0,458
578,578,0.15,W,0,457
579,579,0.15,W,0,456
580,580,0.15,W,0,455
581,581,0.15,W,0,454
582,582,0.15,W,0,453
583,583,0.15,W,0,452
584,584,0.15,W,0,451
585,585,0.15,W,0,450
586,586,0.15,W,0,449
587,587,0.15,W,0,448
588,588,0.15,W,0,447
589,589,0.15,W,0,445
590,590,0.15,W,0,444
591,591,0.15,W,0,443
592,592,0.15,W,0,442
593,593,0.15,W,0,441
594,594,0.15,W,0,440
595,595,0.15,W,0,439
596,596,0.15,W,0,438
597,597,0.15,W,0,437
598,598,0.15,W,0,1647
599,599,0.15,W,0,1649
600,600,0.15,W,0,1650
601,601,0.15,W,0,1652
602,602,0.15,W,0,1653
603,603,0.15,W,0,1654
604,604,0.15,W,0,1655
605,605,0.15,W,0,534
606,606,0.15,W,0,533
607,607,0.15,W,0,532
608,608,0.15,W,0,532
609,609,0.15,W,0,531
610,610,0.15,W,0,530
611,611,0.15,W,0,529
612,612,0.15,W,0,528
613,613,0.15,W,0,527
614,614,0.15,W,0,526
615,615,0.15,W,0,524
616,616,0.15,W,0,523
617,617,0.15,W,0,522
618,618,0.15,W,0,521
619,619,0.15,W,0,520
620,620,0.15,W,0,519
621,621,0.15,W,0,518
622,622,0.15,W,0,517
623,623,0.15,W,0,516
624,624,0.15,W,0,515
625,625,0.15,W,0,514
626,626,0.15,W,0,513
627,627,0.15,W,0,512
628,628,0.15,W,0,511
629,629,0.15,W,0,510
630,630,0.15,W,0,509
631,631,0.15,W,0,508
632,632,0.15,W,0,507
633,633,0.15,W,0,506
634,634,0.15,W,0,505
635,635,0.15,W,0,504
636,636,0.15,W,0,503
637,637,0.15,W,0,502
638,638,0.15,W,0,501
639,639,0.15,W,0,500
640,640,0.15,W,0,499
641,641,0.15,W,0,499
642,642,0.15,W,0,498
643,643,0.15,W,0,497
644,644,0.15,W,0,496
645,645,0.15,W,0,495
646,646,0.15,W,0,494
647,647,0.15,W,0,493
648,648,0.15,W,0,492
649,649,0.15,W,0,491
650,650,0.15,W,0,5597
651,651,0.15,W,0,6563
652,652,0.15,W,0,732
653,653,0.15,W,0,652
654,654,0.15,W,0,653
655,655,0.15,W,0,655
656,656,0.15,W,0,656
657,657,0.15,W,0,657
658,658,0.15,W,0,658
659,659,0.15,W,0,660
660,660,0.15,W,0,663
661,661,0.15,W,0,1525
662,662,0.15,W,0,1524
663,663,0.15,W,0,1523
664,664,0.15,W,0,1522
665,665,0.15,W,0,1521
666,666,0.15,W,0,1520
667,667,0.15,W,0,1520
668,668,0.15,W,0,1519
669,669,0.15,W,0,1518
670,670,0.15,W,0,1518
671,671,0.15,W,0,1517
672,672,0.15,W,0,1517
673,673,0.15,W,0,1516
674,674,0.15,W,0,1515
675,675,0.15,W,0,1514
676,676,0.15,W,0,1513
677,677,0.15,W,0,1512
678,678,0.15,W,0,1511
679,679,0.15,W,0,1510
680,680,0.15,W,0,1509
681,681,0.15,W,0,1508
682,682,0.15,W,0,1507
683,683,0.15,W,0,1507
684,684,0.15,W,0,1505
685,685,0.15,W,0,1504
686,686,0.15,W,0,1503
687,687,0.15,W,0,1502
688,688,0.15,W,0,1501
689,689,0.15,W,0,1501
690,690,0.15,W,0,1500
691,691,0.15,W,0,1499
692,692,0.15,W,0,1498
693,693,0.15,W,0,1496
694,694,0.15,W,0,1495
695,695,0.15,W,0,1495
696,696,0.15,W,0,1494
697,697,0.15,W,0,1493
698,698,0.15,W,0,1492
699,699,0.15,W,0,1490
700,700,0.15,W,0,1489
701,701,0.15,W,0,1488
702,702,0.15,W,0,1487
703,703,0.15,W,0,1486
704,704,0.15,W,0,1485
705,705,0.15,W,0,1484
706,706,0.15,W,0,1483
707,707,0.15,W,0,1482
708,708,0.15,W,0,1481
709,709,0.15,W,0,1480
710,710,0.15,W,0,1479
711,711,0.15,W,0,1478
712,712,0.15,W,0,1477
713,713,0.15,W,0,1476
714,714,0.15,W,0,1475
715,715,0.15,W,0,1474
716,716,0.15,W,0,1473
717,717,0.15,W,0,1472
718,718,0.15,W,0,1471
719,719,0.15,W,0,1470
720,720,0.15,W,0,1469
721,721,0.15,W,0,1468
722,722,0.15,W,0,1467
723,723,0.15,W,0,1466
724,724,0.15,W,0,1465
725,725,0.15,W,0,1464
726,726,0.15,W,0,1463
727,727,0.15,W,0,1462
728,728,0.15,W,0,1461
729,729,0.15,W,0,804
730,730,0.15,W,0,802
731,731,0.15,W,0,801
732,732,0.15,W,0,800
733,733,0.15,W,0,798
734,734,0.15,W,0,797
735,735,0.15,W,0,795
736,736,0.15,W,0,794
737,737,0.15,W,0,792
738,738,0.15,W,0,791
739,739,0.15,W,0,789
740,740,0.15,W,0,788
741,741,0.15,W,0,787
742,742,0.15,W,0,6385
743,743,0.15,W,0,6385
744,744,0.15,W,0,6385
745,745,0.15,W,0,6385
746,746,0.15,W,0,6385
747,747,0.15,W,0,6384
748,748,0.15,W,0,6384
749,749,0.15,W,0,6384
750,750,0.15,W,0,3179
751,751,0.15,W,0,0
752,752,0.15,W,0,0
753,753,0.15,W,0,0
754,754,0.15,W,0,0
755,755,0.15,W,0,3511
756,756,0.15,W,0,3512
757,757,0.15,W,0,3512
758,758,0.15,W,0,4511
759,759,0.15,W,0,4510
760,760,0.15,W,0,4510
761,761,0.15,W,0,4510
762,762,0.15,W,0,3516
763,763,0.15,W,0,3516
764,764,0.15,W,0,3517
765,765,0.15,W,0,3517
766,766,0.15,W,0,3692
767,767,0.15,W,0,3691
768,768,0.15,W,0,3690
769,769,0.15,W,0,3755
770,770,0.15,W,0,3756
771,771,0.15,W,0,3756
772,772,0.15,W,0,3581
773,773,0.15,W,0,3579
774,774,0.15,W,0,3577
775,775,0.15,W,0,3575
776,776,0.15,W,0,3572
777,777,0.15,W,0,3570
778,778,0.15,W,0,3568
779,779,0.15,W,0,3566
780,780,0.15,W,0,3565
781,781,0.15,W,0,3563
782,782,0.15,W,0,3561
783,783,0.15,W,0,3558
784,784,0.15,W,0,3557
785,785,0.15,W,0,3555
786,786,0.15,W,0,3553
787,787,0.15,W,0,3551
788,788,0.15,W,0,3549
789,789,0.15,W,0,3547
790,790,0.15,W,0,3545
791,791,0.15,W,0,3543
792,792,0.15,W,0,3541
793,793,0.15,W,0,3539
794,794,0.15,W,0,3537
795,795,0.15,W,0,3535
796,796,0.15,W,0,3533
797,797,0.15,W,0,3531
798,798,0.15,W,0,3529
799,799,0.15,W,0,3527
800,800,0.15,W,0,3525
801,801,0.15,W,0,3523
802,802,0.15,W,0,3521
803,803,0.15,W,0,2411
804,804,0.15,W,0,2408
805,805,0.15,W,0,2406
806,806,0.15,W,0,2404
807,807,0.15,W,0,2402
808,808,0.15,W,0,2400
809,809,0.15,W,0,2398
810,810,0.15,W,0,2396
811,811,0.15,W,0,2393
812,812,0.15,W,0,2391
813,813,0.15,W,0,2389
814,814,0.15,W,0,2387
815,815,0.15,W,0,2385
816,816,0.15,W,0,2383
817,817,0.15,W,0,2381
818,818,0.15,W,0,2379
819,819,0.15,W,0,2376
820,820,0.15,W,0,2374
821,821,0.15,W,0,2372
822,822,0.15,W,0,2370
823,823,0.15,W,0,2368
824,824,0.15,W,0,2366
825,825,0.15,W,0,2364
826,826,0.15,W,0,2362
827,827,0.15,W,0,2360
828,828,0.15,W,0,2358
829,829,0.15,W,0,2355
830,830,0.15,W,0,2354
831,831,0.15,W,0,2351
832,832,0.15,W,0,2349
833,833,0.15,W,0,2347
834,834,0.15,W,0,2345
835,835,0.15,W,0,2343
836,836,0.15,W,0,2341
837,837,0.15,W,0,2339
838,838,0.15,W,0,2337
839,839,0.15,W,0,2335
840,840,0.15,W,0,2333
841,841,0.15,W,0,2331
842,842,0.15,W,0,2329
843,843,0.15,W,0,2327
844,844,0.15,W,0,2325
845,845,0.15,W,0,2323
846,846,0.15,W,0,2321
847,847,0.15,W,0,2319
848,848,0.15,W,0,2317
849,849,0.15,W,0,2315
850,850,0.15,W,0,2313
851,851,0.15,W,0,2311
852,852,0.15,W,0,2309
853,853,0.15,W,0,2307
854,854,0.15,W,0,2305
855,855,0.15,W,0,2303
856,856,0.15,W,0,2301
857,857,0.15,W,0,2299
858,858,0.15,W,0,2298
859,859,0.15,W,0,2296
860,860,0.15,W,0,2294
861,861,0.15,W,0,2291
862,862,0.15,W,0,2114
863,863,0.15,W,0,2114
864,864,0.15,W,0,2114
865,865,0.15,W,0,2113
866,866,0.15,W,0,2112
867,867,0.15,W,0,2111
868,868,0.15,W,0,2109
869,869,0.15,W,0,2107
870,870,0.15,W,0,5576
871,871,0.15,W,0,6476
872,872,0.15,W,0,6475
873,873,0.15,W,0,6474
874,874,0.15,W,0,5567
875,875,0.15,W,0,5564
876,876,0.15,W,0,5562
877,877,0.15,W,0,5560
878,878,0.15,W,0,5559
879,879,0.15,W,0,5909
880,880,0.15,W,0,5907
881,881,0.15,W,0,5905
882,882,0.15,W,0,5903
883,883,0.15,W,0,5901
884,884,0.15,W,0,5899
885,885,0.15,W,0,5897
886,886,0.15,W,0,5895
887,887,0.15,W,0,5894
888,888,0.15,W,0,5893
889,889,0.15,W,0,5892
890,890,0.15,W,0,5892
891,891,0.15,W,0,5892
892,892,0.15,W,0,5891
893,893,0.15,W,0,5891
894,894,0.15,W,0,5891
895,895,0.15,W,0,2116
896,896,0.15,W,0,2116
897,897,0.15,W,0,2117
898,898,0.15,W,0,2118
899,899,0.15,W,0,2119
900,900,0.15,W,0,2120
901,901,0.15,W,0,2121
902,902,0.15,W,0,2122
903,903,0.15,W,0,2123
904,904,0.15,W,0,2124
905,905,0.15,W,0,2125
906,906,0.15,W,0,2126
907,907,0.15,W,0,2127
908,908,0.15,W,0,2128
909,909,0.15,W,0,2129
910,910,0.15,W,0,2130
911,911,0.15,W,0,2131
912,912,0.15,W,0,2132
913,913,0.15,W,0,2133
914,914,0.15,W,0,2134
915,915,0.15,W,0,2135
916,916,0.15,W,0,5890
917,917,0.15,W,0,5890
918,918,0.15,W,0,5889
919,919,0.15,W,0,5889
920,920,0.15,W,0,5888
921,921,0.15,W,0,5887
922,922,0.15,W,0,5885
923,923,0.15,W,0,5883
924,924,0.15,W,0,2396
925,925,0.15,W,0,6454
926,926,0.15,W,0,6455
927,927,0.15,W,0,6456
928,928,0.15,W,0,6457
929,929,0.15,W,0,6458
930,930,0.15,W,0,6459
931,931,0.15,W,0,6460
932,932,0.15,W,0,2646
933,933,0.15,W,0,2649
934,934,0.15,W,0,2651
935,935,0.15,W,0,2653
936,936,0.15,W,0,2655
937,937,0.15,W,0,2657
938,938,0.15,W,0,2659
939,939,0.15,W,0,2661
940,940,0.15,W,0,2663
941,941,0.15,W,0,2665
942,942,0.15,W,0,2667
943,943,0.15,W,0,2669
944,944,0.15,W,0,2671
945,945,0.15,W,0,2673
946,946,0.15,W,0,2675
947,947,0.15,W,0,2677
948,948,0.15,W,0,2679
949,949,0.15,W,0,2681
950,950,0.15,W,0,5335
951,951,0.15,W,0,5333
952,952,0.15,W,0,2687
953,953,0.15,W,0,2689
954,954,0.15,W,0,2691
